CAND_ID,CAND_NAME,state,lname,fname,minitial,bioguide_id,thomas_id,NodeID,Party,Party_encode
H0PA06076,"COSTELLO, RYAN A",PA,COSTELLO,RYAN,A,C001106,,105,,
H2AR04083,"COTTON, THOMAS",AR,COTTON,THOMAS,,C001095,2098,106,,
S4AR00103,"COTTON, THOMAS",AR,COTTON,THOMAS,,C001095,2098,106,,
H2CT02112,"COURTNEY, JOE",CT,COURTNEY,JOE,,C001069,1836,107,,
H2CT02112,"COURTNEY, JOSEPH D",CT,COURTNEY,JOSEPH,D,C001069,1836,107,,
H0ND01026,"CRAMER, KEVIN",ND,CRAMER,KEVIN,,C001096,2144,108,,
H0ND01026,"CRAMER, KEVIN MR.",ND,CRAMER,KEVIN,MR.,C001096,2144,108,,
H6ND00074,"CRAMER, KEVIN J",ND,CRAMER,KEVIN,J,C001096,2144,108,,
H2ID02034,"CRAPO, MICHAEL D",ID,CRAPO,MICHAEL,D,C000880,250,109,,
S8ID00027,"CRAPO, MICHAEL ",ID,CRAPO,MICHAEL,,C000880,250,109,,
S8ID00027,"CRAPO, MICHAEL D",ID,CRAPO,MICHAEL,D,C000880,250,109,,
H0AR01083,"CRAWFORD, ERIC ALAN RICK",AR,CRAWFORD,ERIC,ALAN RICK,C001087,1989,110,,
H0FL04066,"CRENSHAW, ANDER",FL,CRENSHAW,ANDER,,C001045,1643,111,Republican,-1
H0FL04066,"CRENSHAW, ANDER HON",FL,CRENSHAW,ANDER,HON,C001045,1643,111,Republican,-1
H0FL04066,"CRENSHAW, ANDER HON.",FL,CRENSHAW,ANDER,HON.,C001045,1643,111,Republican,-1
H0FL04066,"CRENSHAW, ANDER M HON",FL,CRENSHAW,ANDER,M HON,C001045,1643,111,Republican,-1
H2NY06124,"CROWLEY, ELIZABETH S",NY,CROWLEY,ELIZABETH,S,C001038,1604,112,,
H2NY28037,"CROWLEY, DAVID F",NY,CROWLEY,DAVID,F,C001038,1604,112,,
H4NY09033,"CROWLEY, WALTER H",NY,CROWLEY,WALTER,H,C001038,1604,112,,
H8NY07046,"CROWLEY, JOSEPH",NY,CROWLEY,JOSEPH,,C001038,1604,112,,
S2TX00312,"CRUZ, RAFAEL EDWARD TED",TX,CRUZ,RAFAEL,EDWARD TED,C001098,2175,113,,
H2TX23082,"CUELLAR, ENRIQUE ROBERTO",TX,CUELLAR,ENRIQUE,ROBERTO,C001063,1807,114,,
H2TX23082,"CUELLAR, HENRY",TX,CUELLAR,HENRY,,C001063,1807,114,,
H2TX23082,"CUELLAR, HENRY R",TX,CUELLAR,HENRY,R,C001063,1807,114,,
H2TX23082,"CUELLAR, HENRY R.",TX,CUELLAR,HENRY,R.,C001063,1807,114,,
H2TX23082,"CUELLAR, ROBERTO ENRIQUE",TX,CUELLAR,ROBERTO,ENRIQUE,C001063,1807,114,,
H6TX15071,"CUELLAR, RENATO ADALBERTO",TX,CUELLAR,RENATO,ADALBERTO,C001063,1807,114,,
H0TX07055,"CULBERSON, JOHN",TX,CULBERSON,JOHN,,C001048,1670,115,,
H0TX07055,"CULBERSON, JOHN A",TX,CULBERSON,JOHN,A,C001048,1670,115,,
H6MD07160,"CUMMINGS, ELIJAH E",MD,CUMMINGS,ELIJAH,E,C000984,256,116,,
H6MD07160,"CUMMINGS, ELIJAH EUGENE",MD,CUMMINGS,ELIJAH,EUGENE,C000984,256,116,,
H4FL26038,"CURBELO, CARLOS MR.",FL,CURBELO,CARLOS,MR.,C001107,,117,,
H2MT01060,"DAINES, STEVEN",MT,DAINES,STEVEN,,D000618,2138,118,,
S2MT00096,"DAINES, STEVEN",MT,DAINES,STEVEN,,D000618,2138,118,,
H6OH08315,"DAVIDSON, WARREN",OH,DAVIDSON,WARREN,,D000626,,119,,
H0IL17067,"DAVIS, ROGER K.",IL,DAVIS,ROGER,K.,D000096,1477,120,,
H4IL02012,"DAVIS, LEON",IL,DAVIS,LEON,,D000096,1477,120,,
H4IL07037,"DAVIS, DANNY K",IL,DAVIS,DANNY,K,D000096,1477,120,,
H4IL07037,"DAVIS, DANNY K. MR.",IL,DAVIS,DANNY,K. MR.,D000096,1477,120,,
H6IL01092,"DAVIS, CALEB A JR",IL,DAVIS,CALEB,A JR,D000096,1477,120,,
H6IL02173,"DAVIS, MONIQUE D",IL,DAVIS,MONIQUE,D,D000096,1477,120,,
H8IL19090,"DAVIS, DANIEL PAUL",IL,DAVIS,DANIEL,PAUL,D000096,1477,120,,
S6IL00276,"DAVIS, JAMES E",IL,DAVIS,JAMES,E,D000096,1477,120,,
H2IL13120,"DAVIS, RODNEY L",IL,DAVIS,RODNEY,L,D000619,2126,121,,
H0CA03086,"DAVIS, GARY",CA,DAVIS,GARY,,D000598,1641,122,,
H0CA49055,"DAVIS, SUSAN",CA,DAVIS,SUSAN,,D000598,1641,122,,
H0CA49055,"DAVIS, SUSAN A",CA,DAVIS,SUSAN,A,D000598,1641,122,,
H2CA29046,"DAVIS, DAVID",CA,DAVIS,DAVID,,D000598,1641,122,,
H2CA36215,"DAVIS, GLORIA ELYSE",CA,DAVIS,GLORIA,ELYSE,D000598,1641,122,,
H2CA37056,"DAVIS, BENJAMIN FRANKLIN",CA,DAVIS,BENJAMIN,FRANKLIN,D000598,1641,122,,
H2CA37130,"DAVIS, NORMAN JUNIOR",CA,DAVIS,NORMAN,JUNIOR,D000598,1641,122,,
H2CA43096,"DAVIS, ELIZABETH (LIZ)",CA,DAVIS,ELIZABETH,(LIZ),D000598,1641,122,,
H2CA51040,"DAVIS, WILLIAM E",CA,DAVIS,WILLIAM,E,D000598,1641,122,,
H4CA09077,"DAVIS, KAREN MATHEWS",CA,DAVIS,KAREN,MATHEWS,D000598,1641,122,,
H4CA21023,"DAVIS, CHARLIE",CA,DAVIS,CHARLIE,,D000598,1641,122,,
H4CA21064,"DAVIS, FRED B.",CA,DAVIS,FRED,B.,D000598,1641,122,,
H4CA30107,"DAVIS, LUKE",CA,DAVIS,LUKE,,D000598,1641,122,,
H4CA39033,"DAVIS, R O",CA,DAVIS,R,O,D000598,1641,122,,
H6CA01079,"DAVIS, RICHARD M.",CA,DAVIS,RICHARD,M.,D000598,1641,122,,
H6CA09064,"DAVIS, ERIC L",CA,DAVIS,ERIC,L,D000598,1641,122,,
H6CA13157,"DAVIS, MARIE",CA,DAVIS,MARIE,,D000598,1641,122,,
H6CA37206,"DAVIS, CHARLES",CA,DAVIS,CHARLES,,D000598,1641,122,,
H6CA43105,"DAVIS, DAVID L",CA,DAVIS,DAVID,L,D000598,1641,122,,
H8CA00127,"DAVIS, MARIE ELIZABETH",CA,DAVIS,MARIE,ELIZABETH,D000598,1641,122,,
H8CA12031,"DAVIS, RONALD E.",CA,DAVIS,RONALD,E.,D000598,1641,122,,
H8CA36030,"DAVIS, DOROTHY RUTH SUNDGREN",CA,DAVIS,DOROTHY,RUTH SUNDGREN,D000598,1641,122,,
H8CA37178,"DAVIS, LEE",CA,DAVIS,LEE,,D000598,1641,122,,
H8CA42137,"DAVIS, DONALD GLENN",CA,DAVIS,DONALD,GLENN,D000598,1641,122,,
S2CA00344,"DAVIS, GRAY",CA,DAVIS,GRAY,,D000598,1641,122,,
S6CA00071,"DAVIS, ED",CA,DAVIS,ED,,D000598,1641,122,,
S6CA00071,"DAVIS, EDWARD M",CA,DAVIS,EDWARD,M,D000598,1641,122,,
H6OR04047,"DEFAZIO, PETER",OR,DEFAZIO,PETER,,D000191,279,123,,
H6OR04047,"DEFAZIO, PETER A",OR,DEFAZIO,PETER,A,D000191,279,123,,
H6OR04047,"DEFAZIO, PETER A.",OR,DEFAZIO,PETER,A.,D000191,279,123,,
S6OR00151,"DEFAZIO, PETER A",OR,DEFAZIO,PETER,A,D000191,279,123,,
H6CO01141,"DEGETTE, DIANA",CO,DEGETTE,DIANA,,D000197,1479,124,,
H6CO01141,"DEGETTE, DIANA L",CO,DEGETTE,DIANA,L,D000197,1479,124,,
H6CO01141,"DEGETTE, DIANA L.",CO,DEGETTE,DIANA,L.,D000197,1479,124,,
H6CO01141,"DEGETTE, DIANA LOUISE",CO,DEGETTE,DIANA,LOUISE,D000197,1479,124,,
H0CT03072,"DELAURO, ROSA",CT,DELAURO,ROSA,,D000216,281,125,,
H0CT03072,"DELAURO, ROSA L",CT,DELAURO,ROSA,L,D000216,281,125,,
H2FL00292,"DESANTIS, RONALD D",FL,DESANTIS,RONALD,D,D000621,2116,126,Republican,-1
H2FL00292,"DESANTIS, RONALD D.",FL,DESANTIS,RONALD,D.,D000621,2116,126,Republican,-1
S6FL00293,"DESANTIS, RONALD D",FL,DESANTIS,RONALD,D,D000621,2116,126,Republican,-1
H0CA10073,"DESAULNIER, MARK",CA,DESAULNIER,MARK,,D000623,,127,,
H0WA08046,"DELBENE, SUZAN K",WA,DELBENE,SUZAN,K,D000617,2096,128,,
H2MD06195,"DELANEY, JOHN K",MD,DELANEY,JOHN,K,D000620,2133,129,,
H0CA10214,"DENHAM, JEROME 'JERRY'",CA,DENHAM,JEROME,'JERRY',D000612,1995,130,,
H0CA19173,"DENHAM, JEFF",CA,DENHAM,JEFF,,D000612,1995,130,,
H4PA15087,"DENT, CHARLES W",PA,DENT,CHARLES,W,D000604,1799,131,Republican,-1
H4PA15087,"DENT, CHARLES W REP",PA,DENT,CHARLES,W REP,D000604,1799,131,Republican,-1
H4PA15087,"DENT, CHARLES W. REP.",PA,DENT,CHARLES,W. REP.,D000604,1799,131,Republican,-1
H4PA15087,"DENT, CHARLES WIEDER",PA,DENT,CHARLES,WIEDER,D000604,1799,131,Republican,-1
H0TN04195,"DESJARLAIS, SCOTT EUGENE",TN,DESJARLAIS,SCOTT,EUGENE,D000616,2062,132,,
H0TN04195,"DESJARLAIS, SCOTT HON.",TN,DESJARLAIS,SCOTT,HON.,D000616,2062,132,,
H0FL19080,"DEUTCH, THEODORE ELIOT",FL,DEUTCH,THEODORE,ELIOT,D000610,1976,133,,
H2FL25018,"DIAZ-BALART, MARIO",FL,DIAZ-BALART,MARIO,,D000600,1717,134,,
H4MI12079,"DINGELL, DEBBIE",MI,DINGELL,DEBBIE,,D000624,,135,,
H4TX10028,"DOGGETT, LLOYD",TX,DOGGETT,LLOYD,,D000399,303,136,,
H4TX10028,"DOGGETT, LLOYD A",TX,DOGGETT,LLOYD,A,D000399,303,136,,
H4TX10028,"DOGGETT, LLOYD A MR.",TX,DOGGETT,LLOYD,A MR.,D000399,303,136,,
H4TX10028,"DOGGETT, LLOYD REP.",TX,DOGGETT,LLOYD,REP.,D000399,303,136,,
H6TX10072,"DOGGETT, TERESA",TX,DOGGETT,TERESA,,D000399,303,136,,
S4TX00011,"DOGGETT, LLOYD ALTON",TX,DOGGETT,LLOYD,ALTON,D000399,303,136,,
H0IL10302,"DOLD, ROBERT JAMES JR",IL,DOLD,ROBERT,JAMES JR,D000613,2013,137,Republican,-1
H0IL10302,"DOLD, ROBERT JAMES MR JR",IL,DOLD,ROBERT,JAMES MR JR,D000613,2013,137,Republican,-1
H4IN02101,"DONNELLY, JOSEPH S MR.",IN,DONNELLY,JOSEPH,S MR.,D000607,1850,138,,
H4IN02101,"DONNELLY, JOSEPH SIMON",IN,DONNELLY,JOSEPH,SIMON,D000607,1850,138,,
H4IN02101,"DONNELLY, JOSEPH SIMON MR.",IN,DONNELLY,JOSEPH,SIMON MR.,D000607,1850,138,,
H6IN03096,"DONNELLY, KENNETH KEENE",IN,DONNELLY,KENNETH,KEENE,D000607,1850,138,,
S2IN00091,"DONNELLY, JOSEPH S",IN,DONNELLY,JOSEPH,S,D000607,1850,138,,
H6NY11174,"DONOVAN, DAN",NY,DONOVAN,DAN,,D000625,,139,,
H4PA18131,"DOYLE, MICHAEL F",PA,DOYLE,MICHAEL,F,D000482,316,140,,
H4PA18131,"DOYLE, MICHAEL F JR",PA,DOYLE,MICHAEL,F JR,D000482,316,140,,
H4PA18131,"DOYLE, MIKE",PA,DOYLE,MIKE,,D000482,316,140,,
H6IL06141,"DUCKWORTH, L. TAMMY",IL,DUCKWORTH,L.,TAMMY,D000622,2123,141,,
S6IL00292,"DUCKWORTH, L TAMMY",IL,DUCKWORTH,L,TAMMY,D000622,2123,141,,
H0WI07051,"DUFFY, SEAN",WI,DUFFY,SEAN,,D000614,2072,142,,
H0SC03077,"DUNCAN, JEFF",SC,DUNCAN,JEFF,,D000615,2057,143,,
H0SC03077,"DUNCAN, JEFFREY D MR.",SC,DUNCAN,JEFFREY,D MR.,D000615,2057,143,,
H2TN07020,"DUNCAN, RALPH",TN,DUNCAN,RALPH,,D000533,322,144,,
H6TN02030,"DUNCAN, JOHN J",TN,DUNCAN,JOHN,J,D000533,322,144,,
H8TN02069,"DUNCAN, JOHN J REP. JR.",TN,DUNCAN,JOHN,J REP. JR.,D000533,322,144,,
H8TN02069,"DUNCAN, JOHN JAMES JR",TN,DUNCAN,JOHN,JAMES JR,D000533,322,144,,
H8TN02069,"DUNCAN, JOHN REP. JR.",TN,DUNCAN,JOHN,REP. JR.,D000533,322,144,,
H2IL20026,"DURBIN, RICHARD J",IL,DURBIN,RICHARD,J,D000563,326,145,,
H2IL20026,"DURBIN, RICHARD JOSEPH",IL,DURBIN,RICHARD,JOSEPH,D000563,326,145,,
S4IL00339,"DURBIN, JEFFREY WILLIAM",IL,DURBIN,JEFFREY,WILLIAM,D000563,326,145,,
S6IL00151,"DURBIN, RICHARD J",IL,DURBIN,RICHARD,J,D000563,326,145,,
H6MD04183,"EDWARDS, DONNA",MD,EDWARDS,DONNA,,E000290,1894,147,Democrat,1
H6MD04183,"EDWARDS, DONNA FERN",MD,EDWARDS,DONNA,FERN,E000290,1894,147,Democrat,1
S6MD03458,"EDWARDS, DONNA FERN",MD,EDWARDS,DONNA,FERN,E000290,1894,147,Democrat,1
H0MN00021,"ELLISON, PAMELA JOY",MN,ELLISON,PAMELA,JOY,E000288,1857,148,,
H6MN05183,"ELLISON, KEITH MAURICE",MN,ELLISON,KEITH,MAURICE,E000288,1857,148,,
H0NC02059,"ELLMERS, RENEE JACISIN",NC,ELLMERS,RENEE,JACISIN,E000291,2036,149,Republican,-1
H4MN06087,"EMMER, THOMAS EARL JR",MN,EMMER,THOMAS,EARL JR,E000294,,150,,
H4MN06087,"EMMER, THOMAS EARL JR.",MN,EMMER,THOMAS,EARL JR.,E000294,,150,,
H2NY22105,"ENGEL, TOM",NY,ENGEL,TOM,,E000179,344,151,,
H8NY19058,"ENGEL, ELIOT",NY,ENGEL,ELIOT,,E000179,344,151,,
H8NY19058,"ENGEL, ELIOT L",NY,ENGEL,ELIOT,L,E000179,344,151,,
H8NY19058,"ENGEL, ELIOT L. REP.",NY,ENGEL,ELIOT,L. REP.,E000179,344,151,,
H8NY19058,"ENGEL, ELIOT LANCE",NY,ENGEL,ELIOT,LANCE,E000179,344,151,,
S6WY00126,"ENZI, MICHAEL B",WY,ENZI,MICHAEL,B,E000285,1542,152,,
S6WY00126,"ENZI, MICHAEL BRADLEY",WY,ENZI,MICHAEL,BRADLEY,E000285,1542,152,,
S4IA00129,"ERNST, JONI K",IA,ERNST,JONI,K,E000295,,153,,
H8CA12098,"ESHOO, ANNA",CA,ESHOO,ANNA,,E000215,355,154,,
H8CA12098,"ESHOO, ANNA G",CA,ESHOO,ANNA,G,E000215,355,154,,
H8CA12098,"ESHOO, ANNA G.",CA,ESHOO,ANNA,G.,E000215,355,154,,
H2CT05131,"ESTY, ELIZABETH",CT,ESTY,ELIZABETH,,E000293,2114,155,,
H2PA13060,"EVANS, WILLIAM W",PA,EVANS,WILLIAM,W,E000296,,156,,
H6PA02171,"EVANS, DWIGHT",PA,EVANS,DWIGHT,,E000296,,156,,
H0TX27061,"FARENTHOLD, RANDOLPH BLAKE",TX,FARENTHOLD,RANDOLPH,BLAKE,F000460,2067,157,Republican,-1
H4CA17021,"FARR, SAM",CA,FARR,SAM,,F000030,368,158,Democrat,1
H2PA02055,"FATTAH, CHAKA",PA,FATTAH,CHAKA,,F000043,371,159,Democrat,1
H2PA02055,"FATTAH, CHAKA MR.",PA,FATTAH,CHAKA,MR.,F000043,371,159,Democrat,1
S0CA00199,"FEINSTEIN, DIANNE",CA,FEINSTEIN,DIANNE,,F000062,1332,160,,
H0TN08246,"FINCHER, STEVE",TN,FINCHER,STEVE,,F000458,2064,161,Republican,-1
H0TN08246,"FINCHER, STEVE MR.",TN,FINCHER,STEVE,MR.,F000458,2064,161,Republican,-1
S2NE00094,"FISCHER, DEBRA S",NE,FISCHER,DEBRA,S,F000463,2179,162,,
H0PA04030,"FITZPATRICK, JOHN R",PA,FITZPATRICK,JOHN,R,F000451,1797,163,Republican,-1
H4PA08074,"FITZPATRICK, MICHAEL G",PA,FITZPATRICK,MICHAEL,G,F000451,1797,163,Republican,-1
H4PA08074,"FITZPATRICK, MICHAEL G.",PA,FITZPATRICK,MICHAEL,G.,F000451,1797,163,Republican,-1
H6PA08277,"FITZPATRICK, BRIAN",PA,FITZPATRICK,BRIAN,,F000451,1797,163,Republican,-1
H0AZ01184,"FLAKE, JEFF L",AZ,FLAKE,JEFF,L,F000444,1633,164,,
H0AZ01184,"FLAKE, JEFF MR.",AZ,FLAKE,JEFF,MR.,F000444,1633,164,,
H0AZ01184,"FLAKE, JEFFRY LANE",AZ,FLAKE,JEFFRY,LANE,F000444,1633,164,,
S2AZ00141,"FLAKE, JEFF",AZ,FLAKE,JEFF,,F000444,1633,164,,
H0TN03254,"FLEISCHMANN, CHARLES J",TN,FLEISCHMANN,CHARLES,J,F000459,2061,165,,
H8LA04225,"FLEMING, JOHN C MR. JR.",LA,FLEMING,JOHN,C MR. JR.,F000456,1924,166,Republican,-1
H8LA04225,"FLEMING, JOHN CALVIN JR.",LA,FLEMING,JOHN,CALVIN JR.,F000456,1924,166,Republican,-1
S6LA00318,"FLEMING, JOHN C JR",LA,FLEMING,JOHN,C JR,F000456,1924,166,Republican,-1
H0TX03054,"FLORES, LANCE",TX,FLORES,LANCE,,F000461,2065,167,,
H0TX17104,"FLORES, BILL",TX,FLORES,BILL,,F000461,2065,167,,
H8TX28161,"FLORES, OSCAR HERNANDEZ",TX,FLORES,OSCAR,HERNANDEZ,F000461,2065,167,,
H2VA04052,"FORBES, J RANDY",VA,FORBES,J,RANDY,F000445,1683,168,Republican,-1
H2VA04052,"FORBES, J. RANDY",VA,FORBES,J.,RANDY,F000445,1683,168,Republican,-1
H4NE01064,"FORTENBERRY, JEFF",NE,FORTENBERRY,JEFF,,F000449,1793,169,,
H4NE01064,"FORTENBERRY, JEFFREY",NE,FORTENBERRY,JEFFREY,,F000449,1793,169,,
H4NE01064,"FORTENBERRY, JEFFREY L. HONORABLE",NE,FORTENBERRY,JEFFREY,L. HONORABLE,F000449,1793,169,,
H4NE01064,"FORTENBERRY, JEFFREY LANE",NE,FORTENBERRY,JEFFREY,LANE,F000449,1793,169,,
H8IL09034,"FOSTER, GARY STEVEN",IL,FOSTER,GARY,STEVEN,F000454,1888,170,,
H8IL14067,"FOSTER, G. WILLIAM (BIL",IL,FOSTER,G.,WILLIAM (BIL,F000454,1888,170,,
H8IL14067,"FOSTER, G. WILLIAM (BILL)",IL,FOSTER,G.,WILLIAM (BILL),F000454,1888,170,,
H4NC05146,"FOXX, VIRGINIA",NC,FOXX,VIRGINIA,,F000450,1791,171,,
H4NC05146,"FOXX, VIRGINIA ANN",NC,FOXX,VIRGINIA,ANN,F000450,1791,171,,
H2FL14053,"FRANKEL, LOIS J.",FL,FRANKEL,LOIS,J.,F000462,2119,172,,
H2FL14053,"FRANKEL, LOIS JANE",FL,FRANKEL,LOIS,JANE,F000462,2119,172,,
S8MN00438,"FRANKEN, AL",MN,FRANKEN,AL,,F000457,1969,173,Democrat,1
H4AZ04024,"FRANKS, TRENT",AZ,FRANKS,TRENT,,F000448,1707,174,Republican,-1
H2NJ05014,"FRELINGHUYSEN, RODNEY P",NJ,FRELINGHUYSEN,RODNEY,P,F000372,414,175,,
H2NJ05014,"FRELINGHUYSEN, RODNEY P.",NJ,FRELINGHUYSEN,RODNEY,P.,F000372,414,175,,
H8OH11141,"FUDGE, MARCIA L",OH,FUDGE,MARCIA,L,F000455,1895,176,,
H0HI01116,"GABBARD, MIKE",HI,GABBARD,MIKE,,G000571,2122,177,,
H2HI02508,"GABBARD, TULSI",HI,GABBARD,TULSI,,G000571,2122,177,,
H4AZ07043,"GALLEGO, RUBEN",AZ,GALLEGO,RUBEN,,G000574,,178,,
H0CA10149,"GARAMENDI, JOHN",CA,GARAMENDI,JOHN,,G000559,1973,179,,
H2CA11069,"GARAMENDI, PATRICIA",CA,GARAMENDI,PATRICIA,,G000559,1973,179,,
H0CO04122,"GARDNER, CORY",CO,GARDNER,CORY,,G000562,1998,180,,
H0CO04122,"GARDNER, CORY SCOTT REP.",CO,GARDNER,CORY,SCOTT REP.,G000562,1998,180,,
S4CO00395,"GARDNER, CORY",CO,GARDNER,CORY,,G000562,1998,180,,
H8NJ05052,"GARRETT, E SCOTT",NJ,GARRETT,E,SCOTT,G000548,1737,181,Republican,-1
H8NJ05052,"GARRETT, SCOTT",NJ,GARRETT,SCOTT,,G000548,1737,181,Republican,-1
H8NJ05052,"GARRETT, SCOTT REP.",NJ,GARRETT,SCOTT,REP.,G000548,1737,181,Republican,-1
H0OH18077,"GIBBS, BOB",OH,GIBBS,BOB,,G000563,2049,182,,
H0OH18077,"GIBBS, ROBERT",OH,GIBBS,ROBERT,,G000563,2049,182,,
H0OH18077,"GIBBS, ROBERT BRIAN MR.",OH,GIBBS,ROBERT,BRIAN MR.,G000563,2049,182,,
H0NY20095,"GIBSON, CHRIS P",NY,GIBSON,CHRIS,P,G000564,2043,183,Republican,-1
H0NY20095,"GIBSON, CHRISTOPHER P",NY,GIBSON,CHRISTOPHER,P,G000564,2043,183,Republican,-1
H6NY20167,"GILLIBRAND, KIRSTEN E MRS.",NY,GILLIBRAND,KIRSTEN,E MRS.,G000555,1866,184,,
H6NY20167,"GILLIBRAND, KIRSTEN ELIZABETH MRS.",NY,GILLIBRAND,KIRSTEN,ELIZABETH MRS.,G000555,1866,184,,
S0NY00410,"GILLIBRAND, KIRSTEN ELIZABETH",NY,GILLIBRAND,KIRSTEN,ELIZABETH,G000555,1866,184,,
H4TX04039,"GOHMERT, LOUIE",TX,GOHMERT,LOUIE,,G000552,1801,185,,
H4TX04039,"GOHMERT, LOUIS",TX,GOHMERT,LOUIS,,G000552,1801,185,,
H4TX04039,"GOHMERT, LOUIS B. MR. JR.",TX,GOHMERT,LOUIS,B. MR. JR.,G000552,1801,185,,
H2VA06115,"GOODLATTE, BOB",VA,GOODLATTE,BOB,,G000289,446,186,,
H2VA06115,"GOODLATTE, ROBERT W",VA,GOODLATTE,ROBERT,W,G000289,446,186,,
H2VA06115,"GOODLATTE, ROBERT W.",VA,GOODLATTE,ROBERT,W.,G000289,446,186,,
H0AZ01259,"GOSAR, PAUL ANTHONY",AZ,GOSAR,PAUL,ANTHONY,G000565,1992,187,,
H0AZ01259,"GOSAR, PAUL ANTHONY ANTHONY",AZ,GOSAR,PAUL,ANTHONY ANTHONY,G000565,1992,187,,
H0AZ01259,"GOSAR, PAUL DR.",AZ,GOSAR,PAUL,DR.,G000565,1992,187,,
H0SC04257,"GOWDY, TREY",SC,GOWDY,TREY,,G000566,2058,188,,
H2FL07065,"GRAHAM, DICK",FL,GRAHAM,DICK,,G000575,,189,Democrat,1
H4FL02062,"GRAHAM, GWEN",FL,GRAHAM,GWEN,,G000575,,189,Democrat,1
H4FL05016,"GRAHAM, GARY G",FL,GRAHAM,GARY,G,G000575,,189,Democrat,1
H6FL02166,"GRAHAM, JAMES",FL,GRAHAM,JAMES,,G000575,,189,Democrat,1
H2SC06084,"GRAHAM, TONEY JR",SC,GRAHAM,TONEY,JR,G000359,452,190,,
H4SC03087,"GRAHAM, LINDSEY O",SC,GRAHAM,LINDSEY,O,G000359,452,190,,
S0SC00149,"GRAHAM, LINDSEY",SC,GRAHAM,LINDSEY,,G000359,452,190,,
S0SC00149,"GRAHAM, LINDSEY O",SC,GRAHAM,LINDSEY,O,G000359,452,190,,
S0SC00149,"GRAHAM, LINDSEY OLIN",SC,GRAHAM,LINDSEY,OLIN,G000359,452,190,,
H6TX12060,"GRANGER, KAY",TX,GRANGER,KAY,,G000377,1487,191,,
H6TX12060,"GRANGER, KAY N",TX,GRANGER,KAY,N,G000377,1487,191,,
H6TX12060,"GRANGER, N KAY",TX,GRANGER,N,KAY,G000377,1487,191,,
H6IA03037,"GRASSLEY, CHARLES E.",IA,GRASSLEY,CHARLES,E.,G000386,457,192,,
S0IA00028,"GRASSLEY, CHARLES E",IA,GRASSLEY,CHARLES,E,G000386,457,192,,
S0IA00028,"GRASSLEY, CHARLES E SENATOR",IA,GRASSLEY,CHARLES,E SENATOR,G000386,457,192,,
S0IA00028,"GRASSLEY, CHARLES ERNEST",IA,GRASSLEY,CHARLES,ERNEST,G000386,457,192,,
H4LA06153,"GRAVES, GARRET",LA,GRAVES,GARRET,,G000577,,193,,
H0MO06073,"GRAVES, SAMUEL B  (SAM)",MO,GRAVES,SAMUEL,B  (SAM),G000546,1656,194,,
H0MO06073,"GRAVES, SAMUEL B ""SAM""",MO,GRAVES,SAMUEL,"B ""SAM""",G000546,1656,194,,
H0MO06073,"GRAVES, SAMUEL B 'SAM'",MO,GRAVES,SAMUEL,B 'SAM',G000546,1656,194,,
H0MO06073,"GRAVES, SAMUEL B (SAM)",MO,GRAVES,SAMUEL,B (SAM),G000546,1656,194,,
H0MO06073,"GRAVES, SAMUEL B JR 'SAM'",MO,GRAVES,SAMUEL,B JR 'SAM',G000546,1656,194,,
H0MO06073,"GRAVES, SAMUEL B JR (SAM)",MO,GRAVES,SAMUEL,B JR (SAM),G000546,1656,194,,
H0GA09030,"GRAVES, JOHN THOMAS JR",GA,GRAVES,JOHN,THOMAS JR,G000560,1979,195,,
H0GA09030,"GRAVES, JOHN THOMAS MR. JR.",GA,GRAVES,JOHN,THOMAS MR. JR.,G000560,1979,195,,
H4FL09034,"GRAYSON, RICHARD",FL,GRAYSON,RICHARD,,G000556,1914,196,Democrat,1
H6FL08213,"GRAYSON, ALAN MARK",FL,GRAYSON,ALAN,MARK,G000556,1914,196,Democrat,1
H6FL09187,"GRAYSON, DENA MD, PHD",FL,GRAYSON,DENA,"MD, PHD",G000556,1914,196,Democrat,1
H6FL14088,"GRAYSON, RICHARD",FL,GRAYSON,RICHARD,,G000556,1914,196,Democrat,1
S2FL00029,"GRAYSON, RICHARD",FL,GRAYSON,RICHARD,,G000556,1914,196,Democrat,1
S6FL00376,"GRAYSON, ALAN MARK",FL,GRAYSON,ALAN,MARK,G000556,1914,196,Democrat,1
H0TX21049,"GREEN, JIM",TX,GREEN,JIM,,G000553,1803,197,,
H2TX29030,"GREEN, RAYMOND E. 'GENE'",TX,GREEN,RAYMOND,E. 'GENE',G000553,1803,197,,
H2TX29030,"GREEN, RAYMOND EUGENE ""GENE""",TX,GREEN,RAYMOND,"EUGENE ""GENE""",G000553,1803,197,,
H2TX29030,"GREEN, RAYMOND EUGENE 'GENE'",TX,GREEN,RAYMOND,EUGENE 'GENE',G000553,1803,197,,
H4TX09095,"GREEN, ALEXANDER",TX,GREEN,ALEXANDER,,G000553,1803,197,,
H4TX23013,"GREEN, STANLEY C. DR.",TX,GREEN,STANLEY,C. DR.,G000553,1803,197,,
H2TX29030,"GREEN, GENE",TX,GREEN,GENE,,G000410,462,198,,
H0VA09055,"GRIFFITH, H MORGAN",VA,GRIFFITH,H,MORGAN,G000568,2070,199,,
H8VA07037,"GRIFFITH, WILLIAM",VA,GRIFFITH,WILLIAM,,G000568,2070,199,,
H2AZ07070,"GRIJALVA, RAUL M",AZ,GRIJALVA,RAUL,M,G000551,1708,200,,
