CAND_ID,CAND_NAME,state,lname,fname,minitial,bioguide_id,thomas_id,NodeID,Party,Party_encode
H8OH11190,"RYAN, SEAN HENRY",OH,RYAN,SEAN,HENRY,R000577,1756,437,,
H8OH13030,"RYAN, JOHN MICHAEL",OH,RYAN,JOHN,MICHAEL,R000577,1756,437,,
H8MP00041,"SABLAN, GREGORIO KILILI CAMACHO",MP,SABLAN,GREGORIO,KILILI CAMACHO,S001177,1962,438,,
H8MP00041,"SABLAN, GREGORIO KILILI CAMACHO REP.",MP,SABLAN,GREGORIO,KILILI CAMACHO REP.,S001177,1962,438,,
H4AZ01038,"SALMON, MATT",AZ,SALMON,MATT,,S000018,1009,439,Republican,-1
H4AZ01038,"SALMON, MATTHEW J",AZ,SALMON,MATTHEW,J,S000018,1009,439,Republican,-1
H4AZ01038,"SALMON, MATTHEW JAMES",AZ,SALMON,MATTHEW,JAMES,S000018,1009,439,Republican,-1
H0CA34099,"SANCHEZ, DAVID",CA,SANCHEZ,DAVID,,S001156,1757,440,,
H2CA39078,"SANCHEZ, LINDA",CA,SANCHEZ,LINDA,,S001156,1757,440,,
H4CA42045,"SANCHEZ, MANUEL",CA,SANCHEZ,MANUEL,,S001156,1757,440,,
H6CA46124,"SANCHEZ, HEBERTO M",CA,SANCHEZ,HEBERTO,M,S001156,1757,440,,
H6CA51074,"SANCHEZ, CARLOS J MR",CA,SANCHEZ,CARLOS,J MR,S001156,1757,440,,
H8CA15034,"SANCHEZ, PHILLIP V.",CA,SANCHEZ,PHILLIP,V.,S001156,1757,440,,
H6CA46033,"SANCHEZ, LORETTA",CA,SANCHEZ,LORETTA,,S000030,1522,441,Democrat,1
S6CA00691,"SANCHEZ, LORETTA",CA,SANCHEZ,LORETTA,,S000030,1522,441,Democrat,1
H8VT01016,"SANDERS, BERNARD",VT,SANDERS,BERNARD,,S000033,1010,442,,
H8VT01016,"SANDERS, BERNARD CONGRESSMAN",VT,SANDERS,BERNARD,CONGRESSMAN,S000033,1010,442,,
S4VT00033,"SANDERS, BERNARD",VT,SANDERS,BERNARD,,S000033,1010,442,,
H4SC01073,"SANFORD, MARSHALL",SC,SANFORD,MARSHALL,,,1012,443,,
H4SC01073,"SANFORD, MARSHALL C JR",SC,SANFORD,MARSHALL,C JR,,1012,443,,
H4SC01073,"SANFORD, MARSHALL C. HON.",SC,SANFORD,MARSHALL,C. HON.,,1012,443,,
H6MD03292,"SARBANES, JOHN P MR.",MD,SARBANES,JOHN,P MR.,S001168,1854,444,,
H6MD03292,"SARBANES, JOHN P. MR.",MD,SARBANES,JOHN,P. MR.,S001168,1854,444,,
H6MD03292,"SARBANES, JOHN PETER SPYROS",MD,SARBANES,JOHN,PETER SPYROS,S001168,1854,444,,
S4NE00090,"SASSE, BENJAMIN E",NE,SASSE,BENJAMIN,E,S001197,,445,,
H0LA01087,"SCALISE, STEPHEN J",LA,SCALISE,STEPHEN,J,S001176,1892,446,,
H0LA01087,"SCALISE, STEPHEN JOSEPH ""STEVE""",LA,SCALISE,STEPHEN,"JOSEPH ""STEVE""",S001176,1892,446,,
H0LA01087,"SCALISE, STEVE MR.",LA,SCALISE,STEVE,MR.,S001176,1892,446,,
H8IL09067,"SCHAKOWSKY, JANICE D",IL,SCHAKOWSKY,JANICE,D,S001145,1588,447,,
H6HI02244,"SCHATZ, BRIAN EMANUEL",HI,SCHATZ,BRIAN,EMANUEL,S001194,2173,448,,
S4HI00136,"SCHATZ, BRIAN",HI,SCHATZ,BRIAN,,S001194,2173,448,,
H0CA27085,"SCHIFF, ADAM",CA,SCHIFF,ADAM,,S001150,1635,449,,
H8IL18043,"SCHOCK, AARON JON MR.",IL,SCHOCK,AARON,JON MR.,S001179,1920,450,Republican,-1
H8OR05107,"SCHRADER, KURT",OR,SCHRADER,KURT,,S001180,1950,451,,
H0NY16010,"SCHUMER, CHARLES E",NY,SCHUMER,CHARLES,E,S000148,1036,452,,
S8NY00082,"SCHUMER, CHARLES E",NY,SCHUMER,CHARLES,E,S000148,1036,452,,
H4AZ06045,"SCHWEIKERT, DAVID",AZ,SCHWEIKERT,DAVID,,S001183,1994,453,,
H0GA08099,"SCOTT, JAMES AUSTIN",GA,SCOTT,JAMES,AUSTIN,S001189,2009,454,,
H2GA12071,"SCOTT, MERWYN",GA,SCOTT,MERWYN,,S001189,2009,454,,
H6GA02115,"SCOTT, BOBBY L.",GA,SCOTT,BOBBY,L.,S001189,2009,454,,
H6GA05233,"SCOTT, PORTIA A",GA,SCOTT,PORTIA,A,S001189,2009,454,,
H8GA09041,"SCOTT, JEFF",GA,SCOTT,JEFF,,S001189,2009,454,,
H2GA13012,"SCOTT, DAVID ALBERT",GA,SCOTT,DAVID,ALBERT,S001157,1722,455,,
H6VA01117,"SCOTT, ROBERT C",VA,SCOTT,ROBERT,C,S000185,1037,456,,
H6VA01117,"SCOTT, ROBERT C ""BOBBY""",VA,SCOTT,ROBERT,"C ""BOBBY""",S000185,1037,456,,
H6VA01117,"SCOTT, ROBERT C BOBBY",VA,SCOTT,ROBERT,C BOBBY,S000185,1037,456,,
H6VA01117,"SCOTT, ROBERT C.",VA,SCOTT,ROBERT,C.,S000185,1037,456,,
H0SC01279,"SCOTT, TIMOTHY",SC,SCOTT,TIMOTHY,,S001184,2056,457,,
H0SC01279,"SCOTT, TIMOTHY E",SC,SCOTT,TIMOTHY,E,S001184,2056,457,,
S4SC00240,"SCOTT, TIMOTHY E",SC,SCOTT,TIMOTHY,E,S001184,2056,457,,
H8WI09050,"SENSENBRENNER, F JAMES",WI,SENSENBRENNER,F,JAMES,S000244,1041,458,,
H8WI09050,"SENSENBRENNER, F JAMES JR",WI,SENSENBRENNER,F,JAMES JR,S000244,1041,458,,
H8WI09050,"SENSENBRENNER, F. JAMES JR.",WI,SENSENBRENNER,F.,JAMES JR.,S000244,1041,458,,
H8WI09050,"SENSENBRENNER, FRANK JAMES JR",WI,SENSENBRENNER,FRANK,JAMES JR,S000244,1041,458,,
H0NY18065,"SERRANO, JOSE E",NY,SERRANO,JOSE,E,S000248,1042,459,,
H0NY18065,"SERRANO, JOSE E.",NY,SERRANO,JOSE,E.,S000248,1042,459,,
S6AL00195,"SESSIONS, JEFF",AL,SESSIONS,JEFF,,S001141,1548,460,Republican,-1
S6AL00195,"SESSIONS, JEFFERSON B",AL,SESSIONS,JEFFERSON,B,S001141,1548,460,Republican,-1
H2TX03126,"SESSIONS, PETE",TX,SESSIONS,PETE,,S000250,1525,461,,
H2TX03126,"SESSIONS, PETE MR.",TX,SESSIONS,PETE,MR.,S000250,1525,461,,
H2TX03126,"SESSIONS, PETER (PETE) ANDERSON",TX,SESSIONS,PETER,(PETE) ANDERSON,S000250,1525,461,,
H2TX03126,"SESSIONS, PETER ANDERSON",TX,SESSIONS,PETER,ANDERSON,S000250,1525,461,,
H2TX26119,"SESSIONS, ROGER",TX,SESSIONS,ROGER,,S000250,1525,461,,
H0AL07086,"SEWELL, TERRI A.",AL,SEWELL,TERRI,A.,S001185,1988,462,,
H0AL07086,"SEWELL, TERRYCINA ANDREA",AL,SEWELL,TERRYCINA,ANDREA,S001185,1988,462,,
S0NH00219,"SHAHEEN, JEANNE",NH,SHAHEEN,JEANNE,,S001181,1901,463,,
H8AL07014,"SHELBY, RICHARD CRAIG",AL,SHELBY,RICHARD,CRAIG,S000320,1049,464,,
S6AL00013,"SHELBY, RICHARD",AL,SHELBY,RICHARD,,S000320,1049,464,,
S6AL00013,"SHELBY, RICHARD C",AL,SHELBY,RICHARD,C,S000320,1049,464,,
S6AL00013,"SHELBY, RICHARD CRAIG",AL,SHELBY,RICHARD,CRAIG,S000320,1049,464,,
H0CA36102,"SHERMAN, DANIEL R.",CA,SHERMAN,DANIEL,R.,S000344,1526,465,,
H0CA52026,"SHERMAN, ROBERT A.",CA,SHERMAN,ROBERT,A.,S000344,1526,465,,
H6CA24113,"SHERMAN, BRAD",CA,SHERMAN,BRAD,,S000344,1526,465,,
H6CA24113,"SHERMAN, BRAD MR",CA,SHERMAN,BRAD,MR,S000344,1526,465,,
H2IL20042,"SHIMKUS, JOHN M",IL,SHIMKUS,JOHN,M,S000364,1527,466,,
H2IL20042,"SHIMKUS, JOHN MONDY",IL,SHIMKUS,JOHN,MONDY,S000364,1527,466,,
H2PA09035,"SHUSTER, WILLIAM F",PA,SHUSTER,WILLIAM,F,S001154,1681,467,,
H2PA09035,"SHUSTER, WILLIAM FRANKLIN",PA,SHUSTER,WILLIAM,FRANKLIN,S001154,1681,467,,
H2PA09035,"SHUSTER, WILLIAM MR.",PA,SHUSTER,WILLIAM,MR.,S001154,1681,467,,
H6PA05083,"SHUSTER, BOB",PA,SHUSTER,BOB,,S001154,1681,467,,
H6PA09051,"SHUSTER, E G",PA,SHUSTER,E,G,S001154,1681,467,,
H8ID02064,"SIMPSON, MICHAEL",ID,SIMPSON,MICHAEL,,S001148,1590,468,,
H8ID02064,"SIMPSON, MICHAEL K",ID,SIMPSON,MICHAEL,K,S001148,1590,468,,
H8ID02064,"SIMPSON, MICHAEL KEITH",ID,SIMPSON,MICHAEL,KEITH,S001148,1590,468,,
H8ID02064,"SIMPSON, MIKE",ID,SIMPSON,MIKE,,S001148,1590,468,,
H2AZ09019,"SINEMA, KYRSTEN",AZ,SINEMA,KYRSTEN,,S001191,2099,469,,
H6NJ13191,"SIRES, ALBIO",NJ,SIRES,ALBIO,,S001165,1818,470,,
H6NJ13191,"SIRES, LABIO",NJ,SIRES,LABIO,,S001165,1818,470,,
H6NJ14124,"SIRES, ALBIO JR",NJ,SIRES,ALBIO,JR,S001165,1818,470,,
H6NY03031,"SLAUGHTER, LOUISE M",NY,SLAUGHTER,LOUISE,M,S000480,1069,471,Democrat,1
H6NY03031,"SLAUGHTER, LOUISE MCINTOSH",NY,SLAUGHTER,LOUISE,MCINTOSH,S000480,1069,471,Democrat,1
H0WA02064,"SMITH, DOUGLAS J",WA,SMITH,DOUGLAS,J,S000510,1528,472,,
H2WA02128,"SMITH, NORMA CREIGHTON",WA,SMITH,NORMA,CREIGHTON,S000510,1528,472,,
H6WA07417,"SMITH, JOSHUA",WA,SMITH,JOSHUA,,S000510,1528,472,,
H6WA09025,"SMITH, ADAM",WA,SMITH,ADAM,,S000510,1528,472,,
H6WA09025,"SMITH, D ADAM",WA,SMITH,D,ADAM,S000510,1528,472,,
H6WA09025,"SMITH, DAVID ADAM",WA,SMITH,DAVID,ADAM,S000510,1528,472,,
H6WA09058,"SMITH, DANIEL",WA,SMITH,DANIEL,,S000510,1528,472,,
S8WA00020,"SMITH, DOUGLAS J",WA,SMITH,DOUGLAS,J,S000510,1528,472,,
H6NE03115,"SMITH, ADRIAN",NE,SMITH,ADRIAN,,S001172,1860,473,,
H2NJ01062,"SMITH, JAMES E",NJ,SMITH,JAMES,E,S000522,1071,474,,
H2NJ06053,"SMITH, BOB",NJ,SMITH,BOB,,S000522,1071,474,,
H2NJ06053,"SMITH, ROBERT G",NJ,SMITH,ROBERT,G,S000522,1071,474,,
H2NJ09123,"SMITH, E DAVID",NJ,SMITH,E,DAVID,S000522,1071,474,,
H2NJ10162,"SMITH, WAYNE",NJ,SMITH,WAYNE,,S000522,1071,474,,
H2NJ13042,"SMITH, DON",NJ,SMITH,DON,,S000522,1071,474,,
H4NJ13071,"SMITH, JAMES B",NJ,SMITH,JAMES,B,S000522,1071,474,,
H6NJ02103,"SMITH, LEONARD",NJ,SMITH,LEONARD,,S000522,1071,474,,
H6NJ14116,"SMITH, HERBERT D",NJ,SMITH,HERBERT,D,S000522,1071,474,,
H8NJ04014,"SMITH, CHRIS",NJ,SMITH,CHRIS,,S000522,1071,474,,
H8NJ04014,"SMITH, CHRISTOPHER",NJ,SMITH,CHRISTOPHER,,S000522,1071,474,,
H8NJ04014,"SMITH, CHRISTOPHER H",NJ,SMITH,CHRISTOPHER,H,S000522,1071,474,,
H8NJ04014,"SMITH, CHRISTOPHER H.",NJ,SMITH,CHRISTOPHER,H.,S000522,1071,474,,
H8NJ04105,"SMITH, LEWIS DUPONT",NJ,SMITH,LEWIS,DUPONT,S000522,1071,474,,
S6NJ00081,"SMITH, N. LEONARD",NJ,SMITH,N.,LEONARD,S000522,1071,474,,
S6NJ00164,"SMITH, ROBERT G",NJ,SMITH,ROBERT,G,S000522,1071,474,,
H4MO03080,"SMITH, MARK",MO,SMITH,MARK,,S001195,2191,475,,
H4MO03106,"SMITH, JEFF",MO,SMITH,JEFF,,S001195,2191,475,,
H4MO08162,"SMITH, JASON T",MO,SMITH,JASON,T,S001195,2191,475,,
H6MO08134,"SMITH, PHILLIP S.",MO,SMITH,PHILLIP,S.,S001195,2191,475,,
H6MO09181,"SMITH, DONALD T",MO,SMITH,DONALD,T,S001195,2191,475,,
H8MO07041,"SMITH, DENNIS W",MO,SMITH,DENNIS,W,S001195,2191,475,,
H8MO08080,"SMITH, RICHARD L.",MO,SMITH,RICHARD,L.,S001195,2191,475,,
H0TX02072,"SMITH, DAVID WAYNE",TX,SMITH,DAVID,WAYNE,S000583,1075,476,,
H0TX13053,"SMITH, MARSHALL",TX,SMITH,MARSHALL,,S000583,1075,476,,
H0TX20090,"SMITH, RHETT ROSENQUEST",TX,SMITH,RHETT,ROSENQUEST,S000583,1075,476,,
H0TX26063,"SMITH, MERRILY",TX,SMITH,MERRILY,,S000583,1075,476,,
H0TX32020,"SMITH, DAVID",TX,SMITH,DAVID,,S000583,1075,476,,
H2TX03084,"SMITH, NITA K O HARMON",TX,SMITH,NITA,K O HARMON,S000583,1075,476,,
H2TX06087,"SMITH, FRANK E (EDWIN)",TX,SMITH,FRANK,E (EDWIN),S000583,1075,476,,
H2TX22027,"SMITH, JAMES R (RANDY)",TX,SMITH,JAMES,R (RANDY),S000583,1075,476,,
H4TX13030,"SMITH, FLAVIOUS",TX,SMITH,FLAVIOUS,,S000583,1075,476,,
H4TX13048,"SMITH, M.J. (SMITTY)",TX,SMITH,M.J.,(SMITTY),S000583,1075,476,,
H4TX21033,"SMITH, RHETT ROSENQUEST",TX,SMITH,RHETT,ROSENQUEST,S000583,1075,476,,
H4TX21066,"SMITH, MICHAEL JOHNSTON",TX,SMITH,MICHAEL,JOHNSTON,S000583,1075,476,,
H4TX34010,"SMITH, LARRY STANLEY",TX,SMITH,LARRY,STANLEY,S000583,1075,476,,
H6TX06195,"SMITH, DARREL JR",TX,SMITH,DARREL,JR,S000583,1075,476,,
H6TX10130,"SMITH, SID",TX,SMITH,SID,,S000583,1075,476,,
H6TX21012,"SMITH, LAMAR",TX,SMITH,LAMAR,,S000583,1075,476,,
H6TX21012,"SMITH, LAMAR S",TX,SMITH,LAMAR,S,S000583,1075,476,,
H6TX21012,"SMITH, LAMAR SEELIGSON",TX,SMITH,LAMAR,SEELIGSON,S000583,1075,476,,
H6TX26011,"SMITH, DAVID MATTHEW",TX,SMITH,DAVID,MATTHEW,S000583,1075,476,,
H8TX12058,"SMITH, TRACEY",TX,SMITH,TRACEY,,S000583,1075,476,,
H8TX12058,"SMITH, TRACEY NEAL",TX,SMITH,TRACEY,NEAL,S000583,1075,476,,
S6TX00172,"SMITH, MARC",TX,SMITH,MARC,,S000583,1075,476,,
S8TX00236,"SMITH, RHETT R",TX,SMITH,RHETT,R,S000583,1075,476,,
H0CA11204,"SPEIER, JACQUELINE",CA,SPEIER,JACQUELINE,,S001175,1890,477,,
H8CA12171,"SPEIER, JACKIE",CA,SPEIER,JACKIE,,S001175,1890,477,,
H6MI08163,"STABENOW, DEBBIE",MI,STABENOW,DEBBIE,,S000770,1531,478,,
S8MI00281,"STABENOW, DEBBIE",MI,STABENOW,DEBBIE,,S000770,1531,478,,
H4NY21079,"STEFANIK, ELISE M.",NY,STEFANIK,ELISE,M.,S001196,,479,,
H2UT02324,"STEWART, CHRIS",UT,STEWART,CHRIS,,S001192,2168,480,,
S2UT00096,"STEWART, BRIAN THEADORE",UT,STEWART,BRIAN,THEADORE,S001192,2168,480,,
H8OH15076,"STIVERS, STEVE",OH,STIVERS,STEVE,,S001187,2047,481,,
H8OH15076,"STIVERS, STEVE MR.",OH,STIVERS,STEVE,MR.,S001187,2047,481,,
H0IN03198,"STUTZMAN, MARLIN A",IN,STUTZMAN,MARLIN,A,S001188,1981,482,Republican,-1
S0IN00095,"STUTZMAN, MARLIN A",IN,STUTZMAN,MARLIN,A,S001188,1981,482,Republican,-1
S4AK00214,"SULLIVAN, DAN",AK,SULLIVAN,DAN,,S001198,,483,,
H2CA15094,"SWALWELL, ERIC MICHAEL",CA,SWALWELL,ERIC,MICHAEL,S001193,2104,484,,
H4HI01134,"TAKAI, KYLE MARK",HI,TAKAI,KYLE,MARK,T000473,,485,Democrat,1
H2CA43245,"TAKANO, MARK",CA,TAKANO,MARK,,T000472,2110,486,,
H2CA43245,"TAKANO, MARK ALLAN",CA,TAKANO,MARK,ALLAN,T000472,2110,486,,
S6MT00162,"TESTER, JON",MT,TESTER,JON,,T000464,1829,487,,
H4MS02068,"THOMPSON, BENNIE",MS,THOMPSON,BENNIE,,T000193,1151,488,,
H4MS02068,"THOMPSON, BENNIE G",MS,THOMPSON,BENNIE,G,T000193,1151,488,,
H4MS02068,"THOMPSON, BENNIE G.",MS,THOMPSON,BENNIE,G.,T000193,1151,488,,
H4PA00048,"THOMPSON, LINDA",PA,THOMPSON,LINDA,,T000467,1952,489,,
H8PA05071,"THOMPSON, GLENN",PA,THOMPSON,GLENN,,T000467,1952,489,,
H8PA05071,"THOMPSON, GLENN MR",PA,THOMPSON,GLENN,MR,T000467,1952,489,,
H8PA05071,"THOMPSON, GLENN MR.",PA,THOMPSON,GLENN,MR.,T000467,1952,489,,
H2CA02084,"THOMPSON, AL",CA,THOMPSON,AL,,T000460,1593,490,,
H2CA36405,"THOMPSON, JAMES L",CA,THOMPSON,JAMES,L,T000460,1593,490,,
H6CA07100,"THOMPSON, WILLIAM C",CA,THOMPSON,WILLIAM,C,T000460,1593,490,,
H6CA14072,"THOMPSON, TIMOTHY",CA,THOMPSON,TIMOTHY,,T000460,1593,490,,
H6CA36158,"THOMPSON, KIRK WAYNE",CA,THOMPSON,KIRK,WAYNE,T000460,1593,490,,
H6CA44046,"THOMPSON, DENNIS",CA,THOMPSON,DENNIS,,T000460,1593,490,,
H8CA01109,"THOMPSON, C MICHAEL",CA,THOMPSON,C,MICHAEL,T000460,1593,490,,
H8CA01109,"THOMPSON, MIKE",CA,THOMPSON,MIKE,,T000460,1593,490,,
H8CA01109,"THOMPSON, MIKE MR.",CA,THOMPSON,MIKE,MR.,T000460,1593,490,,
H4TX13014,"THORNBERRY, MAC",TX,THORNBERRY,MAC,,T000238,1155,491,,
H4TX13014,"THORNBERRY, WILLIAM M (MAC)",TX,THORNBERRY,WILLIAM,M (MAC),T000238,1155,491,,
H4TX13014,"THORNBERRY, WILLIAM MCCLELLAN ""MAC""",TX,THORNBERRY,WILLIAM,"MCCLELLAN ""MAC""",T000238,1155,491,,
H6TX08092,"THORNBERRY, FRED D",TX,THORNBERRY,FRED,D,T000238,1155,491,,
H6SD00085,"THUNE, JOHN R",SD,THUNE,JOHN,R,T000250,1534,492,,
S2SD00068,"THUNE, JOHN",SD,THUNE,JOHN,,T000250,1534,492,,
S2SD00068,"THUNE, JOHN R",SD,THUNE,JOHN,R,T000250,1534,492,,
H0OH12062,"TIBERI, PATRICK J",OH,TIBERI,PATRICK,J,T000462,1664,493,Republican,-1
H0OH12062,"TIBERI, PATRICK J.",OH,TIBERI,PATRICK,J.,T000462,1664,493,Republican,-1
H0OH12062,"TIBERI, PATRICK JOSEPH",OH,TIBERI,PATRICK,JOSEPH,T000462,1664,493,Republican,-1
S4NC00162,"TILLIS, THOM R",NC,TILLIS,THOM,R,T000476,,494,,
H6CO03139,"TIPTON, SCOTT R.",CO,TIPTON,SCOTT,R.,T000470,1997,495,,
H6CO03139,"TIPTON, SCOTT R. MR.",CO,TIPTON,SCOTT,R. MR.,T000470,1997,495,,
H6CO03139,"TIPTON, SCOTT RANDALL",CO,TIPTON,SCOTT,RANDALL,T000470,1997,495,,
H8NV03036,"TITUS, DINA",NV,TITUS,DINA,,T000468,1940,496,,
S0NV00153,"TITUS, ROBIN LEE MD",NV,TITUS,ROBIN,LEE MD,T000468,1940,496,,
H8NY21203,"TONKO, PAUL DAVID",NY,TONKO,PAUL,DAVID,T000469,1942,497,,
H8PA15096,"TOOMEY, PATRICK J",PA,TOOMEY,PATRICK,J,,2085,498,,
S4PA00121,"TOOMEY, PATRICK JOSEPH",PA,TOOMEY,PATRICK,JOSEPH,,2085,498,,
H2CA34012,"TORRES, ESTEBAN E",CA,TORRES,ESTEBAN,E,T000474,,499,,
H2CA34012,"TORRES, ESTEBAN ED",CA,TORRES,ESTEBAN,ED,T000474,,499,,
H2CA34012,"TORRES, ESTEBAN EDWARD",CA,TORRES,ESTEBAN,EDWARD,T000474,,499,,
H4CA35031,"TORRES, NORMA",CA,TORRES,NORMA,,T000474,,499,,
S2CA00534,"TORRES, GENEVIEVE",CA,TORRES,GENEVIEVE,,T000474,,499,,
H4MI11097,"TROTT, DAVID A",MI,TROTT,DAVID,A,T000475,,500,,
H8MA05143,"TSONGAS, NICOLA",MA,TSONGAS,NICOLA,,T000465,1884,501,,
H8MA05143,"TSONGAS, NICOLA S",MA,TSONGAS,NICOLA,S,T000465,1884,501,,
H0OH11056,"TURNER, JOEL CARL",OH,TURNER,JOEL,CARL,T000463,1741,502,,
H2OH03067,"TURNER, MICHAEL R",OH,TURNER,MICHAEL,R,T000463,1741,502,,
H2OH03067,"TURNER, MICHAEL R REP",OH,TURNER,MICHAEL,R REP,T000463,1741,502,,
H2OH03067,"TURNER, MICHAEL REP",OH,TURNER,MICHAEL,REP,T000463,1741,502,,
H2OH03067,"TURNER, MIKE",OH,TURNER,MIKE,,T000463,1741,502,,
H2OH11151,"TURNER, NINA",OH,TURNER,NINA,,T000463,1741,502,,
H2NM01011,"UDALL, THOMAS STEWART",NM,UDALL,THOMAS,STEWART,U000039,1567,503,,
H8NM03097,"UDALL, TOM",NM,UDALL,TOM,,U000039,1567,503,,
S8NM00184,"UDALL, TOM",NM,UDALL,TOM,,U000039,1567,503,,
H6MI04113,"UPTON, FREDERICK STEPHEN",MI,UPTON,FREDERICK,STEPHEN,U000031,1177,504,,
H2CA20094,"VALADAO, DAVID",CA,VALADAO,DAVID,,V000129,2105,505,,
H2MD08126,"VAN HOLLEN, CHRIS",MD,VAN HOLLEN,CHRIS,,V000128,1729,506,,
H2MD08126,"VAN HOLLEN, CHRISTOPHER",MD,VAN HOLLEN,CHRISTOPHER,,V000128,1729,506,,
S6MD03441,"VAN HOLLEN, CHRIS",MD,VAN HOLLEN,CHRIS,,V000128,1729,506,,
H2CA50026,"VARGAS, JUAN",CA,VARGAS,JUAN,,V000130,2112,507,,
H2CA50026,"VARGAS, JUAN C.",CA,VARGAS,JUAN,C.,V000130,2112,507,,
H2CA50026,"VARGAS, JUAN CARLOS",CA,VARGAS,JUAN,CARLOS,V000130,2112,507,,
H2TX33073,"VEASEY, MARC ALLISON",TX,VEASEY,MARC,ALLISON,V000131,2166,508,,
H2TX33073,"VEASEY, MARC ALLISON MR.",TX,VEASEY,MARC,ALLISON MR.,V000131,2166,508,,
H2TX27190,"VELA, FILEMON MR.",TX,VELA,FILEMON,MR.,V000132,2167,509,,
H2NY00010,"VELAZQUEZ, NYDIA",NY,VELAZQUEZ,NYDIA,,V000081,1184,510,,
H2NY00010,"VELAZQUEZ, NYDIA M",NY,VELAZQUEZ,NYDIA,M,V000081,1184,510,,
H2NY00010,"VELAZQUEZ, NYDIA M.",NY,VELAZQUEZ,NYDIA,M.,V000081,1184,510,,
H4NY12029,"VELAZQUEZ, PEDRO L",NY,VELAZQUEZ,PEDRO,L,V000081,1184,510,,
H4IN01012,"VISCLOSKY, PETER J",IN,VISCLOSKY,PETER,J,V000108,1188,511,,
H4IN01012,"VISCLOSKY, PETER J.",IN,VISCLOSKY,PETER,J.,V000108,1188,511,,
H0LA01079,"VITTER, DAVID B",LA,VITTER,DAVID,B,V000127,1609,512,Republican,-1
S4LA00057,"VITTER, DAVID",LA,VITTER,DAVID,,V000127,1609,512,Republican,-1
S4LA00057,"VITTER, DAVID ",LA,VITTER,DAVID,,V000127,1609,512,Republican,-1
S4LA00057,"VITTER, DAVID B",LA,VITTER,DAVID,B,V000127,1609,512,Republican,-1
H2MO02102,"WAGNER, ANN L",MO,WAGNER,ANN,L,W000812,2137,513,,
H2MO02102,"WAGNER, ANN L.",MO,WAGNER,ANN,L.,W000812,2137,513,,
H4MI07103,"WALBERG, TIMOTHY L",MI,WALBERG,TIMOTHY,L,,1855,514,,
H4MI07103,"WALBERG, TIMOTHY L HON.",MI,WALBERG,TIMOTHY,L HON.,,1855,514,,
H4MI07103,"WALBERG, TIMOTHY L.",MI,WALBERG,TIMOTHY,L.,,1855,514,,
H4MI07103,"WALBERG, TIMOTHY L. HON.",MI,WALBERG,TIMOTHY,L. HON.,,1855,514,,
H6OR02116,"WALDEN, GREGORY P",OR,WALDEN,GREGORY,P,W000791,1596,515,,
H6OR02116,"WALDEN, GREGORY P MR.",OR,WALDEN,GREGORY,P MR.,W000791,1596,515,,
H6OR02116,"WALDEN, GREGORY PAUL",OR,WALDEN,GREGORY,PAUL,W000791,1596,515,,
H4NC06052,"WALKER, BRADLEY MARK",NC,WALKER,BRADLEY,MARK,W000819,,516,,
H6NC04110,"WALKER, DAVID ALLEN",NC,WALKER,DAVID,ALLEN,W000819,,516,,
H4CA45097,"WALTERS, MIMI",CA,WALTERS,MIMI,,W000820,,518,,
H6MN01174,"WALZ, TIMOTHY J",MN,WALZ,TIMOTHY,J,W000799,1856,519,,
H6MN01174,"WALZ, TIMOTHY J.",MN,WALZ,TIMOTHY,J.,W000799,1856,519,,
S6VA00093,"WARNER, MARK R",VA,WARNER,MARK,R,W000805,1897,520,,
S6VA00093,"WARNER, MARK ROBERT",VA,WARNER,MARK,ROBERT,W000805,1897,520,,
S2MA00139,"WARREN, SETTI",MA,WARREN,SETTI,,W000817,2182,521,,
S2MA00170,"WARREN, ELIZABETH",MA,WARREN,ELIZABETH,,W000817,2182,521,,
H4FL20023,"WASSERMAN SCHULTZ, DEBBIE",FL,WASSERMAN SCHULTZ,DEBBIE,,W000797,1777,522,,
H4CA23011,"WATERS, MAXINE",CA,WATERS,MAXINE,,W000187,1205,523,,
H4CA23011,"WATERS, MAXINE MS",CA,WATERS,MAXINE,MS,W000187,1205,523,,
H2TX14149,"WEBER, RANDY",TX,WEBER,RANDY,,W000814,2161,525,,
H0FL08208,"WEBSTER, DANIEL",FL,WEBSTER,DANIEL,,W000806,2002,526,,
H2FL04054,"WEBSTER, DANIEL J",FL,WEBSTER,DANIEL,J,W000806,2002,526,,
S4FL00256,"WEBSTER, DANIEL",FL,WEBSTER,DANIEL,,W000806,2002,526,,
H6VT00160,"WELCH, PETER",VT,WELCH,PETER,,W000800,1879,527,,
H8VT00034,"WELCH, PETER",VT,WELCH,PETER,,W000800,1879,527,,
H2OH02085,"WENSTRUP, BRAD",OH,WENSTRUP,BRAD,,W000815,2152,528,,
H2OH02085,"WENSTRUP, BRAD DR.",OH,WENSTRUP,BRAD,DR.,W000815,2152,528,,
H2OH02085,"WENSTRUP, BRAD R DR.",OH,WENSTRUP,BRAD,R DR.,W000815,2152,528,,
H4AR04048,"WESTERMAN, BRUCE MR.",AR,WESTERMAN,BRUCE,MR.,W000821,,529,,
H4GA08067,"WESTMORELAND, LYNN A",GA,WESTMORELAND,LYNN,A,W000796,1779,530,Republican,-1
H4GA08067,"WESTMORELAND, LYNN A.",GA,WESTMORELAND,LYNN,A.,W000796,1779,530,Republican,-1
