name,bioguide_id,state,Freq_x,thomas_id,Freq_y,NId
"Murphy, John M.",,NY,,00842,282.0,1475
"Murphy, Morgan F.",,IL,,00843,211.0,1476
"Murphy, Patrick J.",,PA,,01875,735.0,1477
"Murphy, Scott",,NY,,01968,255.0,1478
"Murtha, John P.",,PA,,00844,2726.0,1479
"Musgrave, Marilyn N.",,CO,,01711,1136.0,1480
"Muskie, Edmund S.",,ME,,01410,43.0,1481
"Musto,  Raphael",,PA,,00845,33.0,1482
"Myers, John T.",,IN,,00847,1018.0,1483
"Myers, Michael O.",,PA,,00848,133.0,1484
"Myrick, Sue Wilkins",,NC,,00849,3361.0,1485
"Nagle, Dave R,",,IA,,00851,657.0,1486
"Napier, John L.",,SC,,00852,283.0,1487
"Natcher, William H.",,KY,,00853,932.0,1488
"Neal, Stephen L.",,NC,,00855,3734.0,1489
"Nedzi, Lucien N.",,MI,,00856,105.0,1490
"Negrete McLeod, Gloria",,CA,,02108,337.0,1491
"Nelligan, James L.",,PA,,00857,249.0,1492
"Nelson, Ben",,NE,,01627,321.0,1493
"Nelson, E. Benjamin",,NE,,01627,714.0,1494
"Nelson, Gaylord",,WI,,01411,224.0,1495
"Nethercutt, George R., Jr.",,WA,,00860,1267.0,1496
"Neumann, Mark W.",,WI,,00861,242.0,1497
"Ney, Robert W.",,OH,,00862,1600.0,1498
"Nichols, Bill",,AL,,00863,1025.0,1499
"Nichols, Dick",,KS,,00864,153.0,1500
"Nickles, Don",,OK,,01412,2294.0,1501
"Nielson, Howard C.",,UT,,00865,1867.0,1502
"Northup, Anne M.",,KY,,01508,750.0,1503
"Norwood, Charles W.",,GA,,00869,1847.0,1504
"Nowak, Henry",,NY,,00870,1608.0,1505
"Nunn, Sam",,GA,,01413,2142.0,1506
"Nussle, Jim",,IA,,00871,1001.0,1507
"Nye, Glenn C.",,VA,,01957,338.0,1508
"O'Brien, George M.",,IL,,00872,911.0,1509
"O'Neill, Thomas P., Jr.",,MA,,00874,8.0,1510
"Oakar, Mary Rose",,OH,,00875,3132.0,1511
"Obama, Barack",,IL,,01763,826.0,1512
"Oberstar, James L.",,MN,,00876,6142.0,1513
"Obey, David R.",,WI,,00877,1262.0,1514
"Olin, James R.",,VA,,00878,1215.0,1515
"Olver, John W.",,MA,,00879,3790.0,1516
"Ortiz, Solomon P.",,TX,,00880,3364.0,1517
"Orton, Bill",,UT,,00881,506.0,1518
"Osborne, Tom",,NE,,01658,605.0,1519
"Ose, Doug",,CA,,01585,564.0,1520
"Otter, C. L. (Butch)",,ID,,01646,850.0,1521
"Ottinger, Richard L.",,NY,,00882,1676.0,1522
"Owens, Major R.",,NY,,00883,8209.0,1523
"Owens, Wayne",,UT,,00884,1892.0,1524
"Owens, William L.",,NY,,01974,773.0,1525
"Oxley, Michael G.",,OH,,00885,2704.0,1526
"Packard, Ron",,CA,,00886,2633.0,1527
"Packwood, Bob",,OR,,01414,1471.0,1528
"Panetta, Leon",,CA,,00888,2744.0,1529
"Pappas, Michael",,NJ,,01509,251.0,1530
"Parker, Mike",,MS,,00889,1521.0,1531
"Parris, Stanford E. (Stan)",,VA,,00890,1395.0,1532
"Pashayan, Charles, Jr.",,CA,,00891,1442.0,1533
"Pastor, Ed",,AZ,,00893,3330.0,1534
"Patman, William N.",,TX,,00894,368.0,1535
"Patten, Edward J.",,NJ,,00896,313.0,1536
"Patterson, Elizabeth",,SC,,00897,1069.0,1537
"Patterson, Jerry M.",,CA,,00898,1091.0,1538
"Paul, Ron",,TX,,00900,3762.0,1539
"Paxon, Bill",,NY,,00901,1511.0,1540
"Payne, Donald M.",,NJ,,00902,6501.0,1541
"Payne, Lewis F., Jr.",,VA,,00903,1171.0,1542
"Pease, Donald J.",,OH,,00904,1201.0,1543
"Pease, Edward A.",,IN,,01511,122.0,1544
"Pell, Claiborne",,RI,,01417,3340.0,1545
"Pence, Mike",,IN,,01649,1747.0,1546
"Penny, Timothy J.",,MN,,00906,2101.0,1547
"Pepper, Claude",,FL,,00907,2737.0,1548
"Percy, Charles H.",,IL,,01418,871.0,1549
"Perkins, Carl C.",,KY,,00909,1343.0,1550
"Perkins, Carl Dewey",,KY,,00908,607.0,1551
"Perriello, Thomas S.P.",,VA,,01958,301.0,1552
"Peterson, Douglas (Pete)",,FL,,00911,619.0,1553
"Peterson, John E.",,PA,,01512,1280.0,1554
"Petri, Thomas E.",,WI,,00912,3822.0,1555
"Peyser, Peter A.",,NY,,00915,359.0,1556
"Phelps, David D.",,IL,,01586,593.0,1557
"Pickering, Charles W. ""Chip""",,MS,,01513,1646.0,1558
"Pickett, Owen B.",,VA,,00916,1401.0,1559
"Pickle, J. J.",,TX,,00917,1166.0,1560
"Platts, Todd Russell",,PA,,01667,2674.0,1561
"Pombo, Richard W.",,CA,,00921,1296.0,1562
"Pomeroy, Earl",,ND,,00922,1956.0,1563
"Porter, John Edward",,IL,,00923,3595.0,1564
"Porter, Jon C.",,NV,,01739,792.0,1565
"Poshard, Glenn",,IL,,00925,1701.0,1566
"Pressler, Larry",,SD,,00927,2471.0,1567
"Preyer, Richardson",,NC,,00928,196.0,1568
"Price, Melvin",,IL,,00929,1166.0,1569
"Pritchard, Joel",,WA,,00932,979.0,1570
"Proxmire, William",,WI,,01419,997.0,1571
"Pryce, Deborah",,OH,,00933,1800.0,1572
"Pryor, David H.",,AR,,01420,2444.0,1573
"Pryor, Mark L.",,AR,,01701,1336.0,1574
"Pursell, Carl D.",,MI,,00934,1518.0,1575
"Putnam, Adam H.",,FL,,01645,1124.0,1576
"Quayle, Benjamin",,AZ,,01993,193.0,1577
"Quayle, Dan",,IN,,00935,1084.0,1578
"Quillen, James H. (Jimmy)",,TN,,00937,2468.0,1579
"Quinn, Jack",,NY,,00938,1502.0,1580
"Radanovich, George",,CA,,00939,1547.0,1581
"Radel, Trey",,FL,,02118,172.0,1582
"Rahall, Nick J., II",,WV,,00940,6650.0,1583
"Railsback, Thomas F.",,IL,,00941,425.0,1584
"Ramstad, Jim",,MN,,00942,2768.0,1585
"Randolph, Jennings",,WV,,01421,1070.0,1586
"Ratchford, William R.",,CT,,00946,1175.0,1587
"Ravenel, Arthur, Jr.",,SC,,00947,1932.0,1588
"Ray, Richard B.",,GA,,00948,924.0,1589
"Redmond, Bill",,NM,,01515,162.0,1590
"Regula, Ralph",,OH,,00951,2063.0,1591
"Rehberg, Dennis R.",,MT,,01657,792.0,1592
"Rehberg, Denny",,MT,,01657,504.0,1593
"Renzi, Rick",,AZ,,01706,758.0,1594
"Reuss, Henry S.",,WI,,00954,254.0,1595
"Reyes, Silvestre",,TX,,01516,2599.0,1596
"Reynolds, Mel",,IL,,00955,353.0,1597
"Reynolds, Thomas M.",,NY,,01587,932.0,1598
"Rhodes, John J.",,AZ,,00957,192.0,1599
"Rhodes, John J., III",,AZ,,00956,987.0,1600
"Ribicoff, Abraham A.",,CT,,01422,194.0,1601
"Richardson, Bill",,NM,,00958,3530.0,1602
"Richardson, Laura",,CA,,01883,1528.0,1603
"Richmond, Frederick W.",,NY,,00959,837.0,1604
"Ridge, Thomas J.",,PA,,00960,1152.0,1605
"Riegle, Donald W., Jr.",,MI,,00961,3131.0,1606
"Riggs, Frank",,CA,,00962,984.0,1607
"Riley, Bob",,AL,,01517,549.0,1608
"Rinaldo, Matthew J.",,NJ,,00963,2501.0,1609
"Ritter, Don",,PA,,00965,2140.0,1610
"Rivera, David",,FL,,02007,228.0,1611
"Rivers, Lynn N.",,MI,,00966,1521.0,1612
"Robb, Charles S.",,VA,,01423,1494.0,1613
"Roberts, Clint",,SD,,00967,251.0,1614
"Roberts, Ray",,TX,,00969,154.0,1615
"Robinson, J. Kenneth",,VA,,00970,723.0,1616
"Robinson, Tommy F.",,AR,,00971,1189.0,1617
"Rockefeller, John D., IV",,WV,,01424,3705.0,1618
"Rodino, Peter W., Jr.",,NJ,,00973,1944.0,1619
"Rodriguez, Ciro D.",,TX,,01518,1997.0,1620
"Roe, Robert A.",,NJ,,00974,5980.0,1621
"Roemer, Buddy",,LA,,00975,736.0,1622
"Roemer, Tim",,IN,,00976,806.0,1623
"Rogan, James E.",,CA,,01519,385.0,1624
"Rogers, Mike J.",,MI,,01651,1569.0,1625
"Romero-Barcelo, Carlos A.",,PR,,00980,1049.0,1626
"Rose, Charlie",,NC,,00986,2337.0,1627
"Rosenthal, Benjamin S.",,NY,,00987,577.0,1628
"Ross, Mike",,AR,,01632,2085.0,1629
"Rostenkowski, Dan",,IL,,00988,470.0,1630
"Roth Jr., William V.",,DE,,01425,2120.0,1631
"Roth, Toby",,WI,,00989,1557.0,1632
"Rothman, Steven R.",,NJ,,01520,3432.0,1633
"Roukema, Marge",,NJ,,00990,2484.0,1634
"Rousselot, John H.",,CA,,00992,552.0,1635
"Rowland, J. Roy",,GA,,00993,1511.0,1636
"Rowland, John G.",,CT,,00994,934.0,1637
"Roybal, Edward R.",,CA,,00996,2005.0,1638
"Royer, William",,CA,,00999,166.0,1639
"Rudd, Eldon D.",,AZ,,01000,834.0,1640
"Rudman, Warren",,NH,,01426,565.0,1641
"Runnels, Harold L.",,NM,,01001,88.0,1642
"Runyan, Jon",,NJ,,02039,385.0,1643
"Russo, Martin A.",,IL,,01004,1314.0,1644
"Ryan, Timothy J.",,OH,,01756,217.0,1645
"Ryun, Jim",,KS,,01521,919.0,1646
"Sabo, Martin Olav",,MN,,01007,3442.0,1647
"Saiki, Patricia",,HI,,01008,828.0,1648
"Salazar, John T.",,CO,,01775,853.0,1649
"Salazar, Ken",,CO,,01762,786.0,1650
"Sali, Bill",,ID,,01847,321.0,1651
"Sandlin, Max",,TX,,01523,1528.0,1652
"Sanford, Marshall (Mark)",,SC,,01012,340.0,1653
"Sanford, Terry",,NC,,01427,1168.0,1654
"Sangmeister, George E.",,IL,,01013,799.0,1655
"Santini, James D.",,NV,,01014,363.0,1656
"Santorum, Rick",,PA,,01015,2092.0,1657
"Sarbanes, Paul S.",,MD,,01017,3503.0,1658
"Sarpalius, Bill",,TX,,01018,801.0,1659
"Sasser, Jim",,TN,,01428,1948.0,1660
"Satterfield, David E., III",,VA,,01019,124.0,1661
"Savage, Gus",,IL,,01020,2138.0,1662
"Sawyer, Harold S.",,MI,,01021,735.0,1663
"Sawyer, Thomas C.",,OH,,01022,1447.0,1664
"Sawyer, Tom",,OH,,01022,426.0,1665
"Saxton, Jim",,NJ,,01023,4100.0,1666
"Scarborough, Joe",,FL,,01025,645.0,1667
"Schaefer, Dan",,CO,,01026,1718.0,1668
"Schaffer, Bob",,CO,,01524,1055.0,1669
"Schauer, Mark H.",,MI,,01928,291.0,1670
"Schenk, Lynn",,CA,,01027,231.0,1671
"Scheuer, James H.",,NY,,01029,3802.0,1672
"Schiff, Steven",,NM,,01030,1264.0,1673
"Schilling, Robert T.",,IL,,02016,221.0,1674
"Schmidt, Jean",,OH,,01815,840.0,1675
"Schmitt, Harrison H.",,NM,,01430,470.0,1676
"Schneider, Bradley S.",,IL,,02124,219.0,1677
"Schneider, Claudine",,RI,,01032,1688.0,1678
"Schrock, Edward L.",,VA,,01673,476.0,1679
"Schroeder, Patricia",,CO,,01033,2483.0,1680
"Schuette, Bill",,MI,,01034,1234.0,1681
"Schulze, Richard T.",,PA,,01035,901.0,1682
"Schwartz, Allyson Y.",,PA,,01798,1692.0,1683
"Schwarz, John J.H. ""Joe""",,MI,,01788,311.0,1684
"Schweiker, Richard S.",,PA,,01431,109.0,1685
"Seastrand, Andrea H.",,CA,,01038,221.0,1686
"Sebelius, Keith G.",,KS,,01039,260.0,1687
"Seiberling, John F.",,OH,,01040,1470.0,1688
"Sekula Gibbs, Shelley",,TX,,01819,8.0,1689
"Sensenbrenner,  James, Jr.",,WI,,01041,2218.0,1690
"Sestak, Joe",,PA,,01874,1381.0,1691
"Seymour, John",,CA,,01434,406.0,1692
"Shadegg, John B.",,AZ,,01043,1609.0,1693
"Shamansky, Bob",,OH,,01044,228.0,1694
"Shannon, James M.",,MA,,01045,518.0,1695
"Sharp, Philip R.",,IN,,01046,1052.0,1696
"Shaw, E. Clay, Jr.",,FL,,01047,3122.0,1697
"Shays, Christopher",,CT,,01048,4963.0,1698
"Shea-Porter, Carol",,NH,,01861,1708.0,1699
"Shepherd, Karen",,UT,,01050,260.0,1700
"Sherwood, Don",,PA,,01589,354.0,1701
"Shows, Ronnie",,MS,,01565,996.0,1702
"Shuler, Heath",,NC,,01859,961.0,1703
"Shumway, Norman D.",,CA,,01054,1826.0,1704
"Shuster, Bud",,PA,,01055,1025.0,1705
"Sikorski, Gerry E.",,MN,,01057,1929.0,1706
"Siljander, Mark D.",,MI,,01058,785.0,1707
"Simmons, Rob",,CT,,01642,1303.0,1708
"Simon, Paul",,IL,,01059,4772.0,1709
"Simpson, Alan K.",,WY,,01435,1892.0,1710
"Sisisky, Norman",,VA,,01060,1829.0,1711
"Skaggs, David E.",,CO,,01062,1042.0,1712
"Skeen, Joe",,NM,,01063,2639.0,1713
"Skelton, Ike",,MO,,01064,3556.0,1714
"Slack, John",,WV,,01066,72.0,1715
"Slattery, Jim",,KS,,01067,1727.0,1716
"Slaughter, D. French, Jr.",,VA,,01068,580.0,1717
"Smith, Albert L., Jr.",,AL,,01070,243.0,1718
"Smith, Bob",,NH,,01082,2271.0,1719
"Smith, Denny",,OR,,01072,1300.0,1720
"Smith, Gordon H.",,OR,,01549,1772.0,1721
"Smith, Joseph F.",,PA,,01074,261.0,1722
"Smith, Larkin",,MS,,01076,183.0,1723
"Smith, Lawrence",,FL,,01077,3659.0,1724
"Smith, Linda",,WA,,01078,295.0,1725
"Smith, Neal Edward",,IA,,01079,928.0,1726
"Smith, Nick",,MI,,01080,920.0,1727
"Smith, Peter",,VT,,01081,367.0,1728
"Smith, Robert",,OR,,01083,1330.0,1729
"Smith, Virginia",,NE,,01084,853.0,1730
"Snowbarger, Vince",,KS,,01529,224.0,1731
"Snowe, Olympia J.",,ME,,01085,5436.0,1732
"Snyder, M. G. (Gene)",,KY,,01086,659.0,1733
"Snyder, Vic",,AR,,01530,1649.0,1734
"Sodrel, Michael E.",,IN,,01783,134.0,1735
"Solarz, Stephen J.",,NY,,01087,3070.0,1736
"Solis, Hilda L.",,CA,,01636,1908.0,1737
"Solomon, Gerald B. H.",,NY,,01088,4586.0,1738
"Souder, Mark E.",,IN,,01089,3145.0,1739
"Southerland, Steve II",,FL,,02000,472.0,1740
"Space, Zachary T.",,OH,,01871,730.0,1741
"Specter, Arlen",,PA,,01437,4331.0,1742
"Spellman, Gladys Noon",,MD,,01090,436.0,1743
"Spence, Floyd",,SC,,01091,2580.0,1744
"Spratt, John M., Jr.",,SC,,01092,3191.0,1745
"St Germain, Fernand J.",,RI,,01093,1277.0,1746
"Stack, Edward J.",,FL,,01094,198.0,1747
"Stafford, Robert T.",,VT,,01438,1263.0,1748
"Staggers, Harley O.",,WV,,01096,163.0,1749
"Staggers, Harley O., Jr.",,WV,,01095,1525.0,1750
"Stallings, Richard H.",,ID,,01097,1306.0,1751
"Stangeland, Arlan",,MN,,01098,1955.0,1752
"Stanton, J. William",,OH,,01099,273.0,1753
"Stark, Fortney Pete",,CA,,01101,8233.0,1754
"Staton, David Michael",,WV,,01102,126.0,1755
"Stearns, Cliff",,FL,,01103,2893.0,1756
"Steed, Tom",,OK,,01104,108.0,1757
"Stenholm, Charles W.",,TX,,01110,3297.0,1758
"Stennis, John C.",,MS,,01439,868.0,1759
"Stevens, Ted",,AK,,01440,3821.0,1760
"Stevenson, Adlai E., III",,IL,,01441,90.0,1761
"Stewart, Bennett McVey",,IL,,01112,93.0,1762
"Stewart, Donald",,AL,,01442,185.0,1763
"Stockman, David A.",,MI,,01113,154.0,1764
"Stockman, Steve",,TX,,01114,623.0,1765
"Stokes, Louis",,OH,,01115,3847.0,1766
"Stone, Richard (Dick)",,FL,,01443,196.0,1767
"Strang, Michael L.",,CO,,01116,313.0,1768
"Stratton, Samuel S.",,NY,,01117,879.0,1769
"Strickland, Ted",,OH,,01118,1647.0,1770
"Studds, Gerry E.",,MA,,01121,2768.0,1771
"Stump, Bob",,AZ,,01122,3445.0,1772
"Stupak, Bart",,MI,,01123,2917.0,1773
"Sullivan, John",,OK,,01689,1033.0,1774
"Sundquist, Don",,TN,,01125,1608.0,1775
"Sunia, Foto I. F.",,AS,,01126,1772.0,1776
"Sununu, John E.",,NH,,01532,958.0,1777
"Sutton, Betty",,OH,,01870,1600.0,1778
"Sweeney, David McCann",,TX,,01127,262.0,1779
"Sweeney, John E.",,NY,,01591,994.0,1780
"Swett, Dick",,NH,,01128,685.0,1781
"Swift, Al",,WA,,01129,1717.0,1782
"Swindall, Patrick L.",,GA,,01130,731.0,1783
"Symms, Steven D.",,ID,,01132,2227.0,1784
"Synar, Mike",,OK,,01133,1952.0,1785
"Talent, Jim",,MO,,01135,1458.0,1786
"Tallon, Robert M. (Robin)",,SC,,01136,2234.0,1787
"Talmadge, Herman E.",,GA,,01446,169.0,1788
"Tancredo, Thomas G.",,CO,,01592,1642.0,1789
"Tanner, John S.",,TN,,01137,1749.0,1790
"Tate, Randy",,WA,,01138,144.0,1791
"Tauke, Thomas Joseph",,IA,,01139,2239.0,1792
"Tauscher, Ellen O.",,CA,,01533,2240.0,1793
"Tauzin, W. J. (Billy)",,LA,,01140,2702.0,1794
"Taylor, Charles H.",,NC,,01141,1336.0,1795
"Taylor, G.",,MO,,01143,591.0,1796
"Taylor, Gene",,MS,,01142,1927.0,1797
"Teague, Harry",,NM,,01938,297.0,1798
"Tejeda, Frank",,TX,,01147,263.0,1799
"Terry, Lee",,NE,,01566,2809.0,1800
"Thomas, Craig",,WY,,01149,1839.0,1801
"Thomas, Lindsay",,GA,,01150,1426.0,1802
"Thomas, William M.",,CA,,01148,1965.0,1803
"Thompson, Frank, Jr.",,NJ,,01152,230.0,1804
"Thompson, Fred",,TN,,01447,371.0,1805
"Thornton, Ray",,AR,,01156,196.0,1806
"Thune, John R.",,SD,,01534,427.0,1807
"Thurman, Karen L.",,FL,,01157,2165.0,1808
"Thurmond, Strom",,SC,,01448,4223.0,1809
"Tiahrt, Todd",,KS,,01158,1716.0,1810
"Tierney, John F.",,MA,,01535,2899.0,1811
"Toomey, Patrick J.",,PA,,02085,497.0,1812
"Torkildsen, Peter G.",,MA,,01161,620.0,1813
"Torres, Estaban Edward",,CA,,01162,2741.0,1814
"Torricelli, Robert G.",,NJ,,01163,3890.0,1815
"Tower, John G.",,TX,,01449,539.0,1816
"Towns, Edolphus",,NY,,01165,10031.0,1817
"Traficant, James A., Jr.",,OH,,01166,3770.0,1818
"Traxler, Bob",,MI,,01167,2276.0,1819
"Treen, David C.",,LA,,01168,97.0,1820
"Trible, Paul S., Jr.",,VA,,01169,1049.0,1821
"Tsongas, Paul E.",,MA,,01170,836.0,1822
"Tucker, Walter R., III",,CA,,01172,331.0,1823
"Turner, Jim",,TX,,01536,885.0,1824
"Turner, Robert L.",,NY,,02091,147.0,1825
"Udall, Mark",,CO,,01595,2837.0,1826
"Udall, Morris K.",,AZ,,01173,1988.0,1827
"Ullman, Al",,OR,,01174,116.0,1828
"Underwood, Robert A.",,GU,,01175,1482.0,1829
"Unsoeld, Jolene",,WA,,01176,1650.0,1830
"Valentine, Tim",,NC,,01178,2092.0,1831
"Van Deerlin, Lionel",,CA,,01179,147.0,1832
"Vander Jagt, Guy",,MI,,01180,2056.0,1833
"Vandergriff, Tommy J.",,TX,,01182,471.0,1834
"Vanik, Charles A.",,OH,,01183,66.0,1835
"Vento, Bruce F.",,MN,,01185,5058.0,1836
"Voinovich, George V.",,OH,,01575,1305.0,1837
"Volkmer, Harold L.",,MO,,01189,2030.0,1838
"Vucanovich, Barbara F.",,NV,,01190,2276.0,1839
"Walberg, Timothy",,MI,,01855,416.0,1840
"Waldholtz, Enid Greene",,UT,,01192,175.0,1841
"Waldon, Alton R., Jr.",,NY,,01194,63.0,1842
"Walgren, Doug",,PA,,01195,2421.0,1843
"Walker, Robert S.",,PA,,01196,1607.0,1844
"Wallop, Malcolm",,WY,,01451,1356.0,1845
"Walsh, James T.",,NY,,01197,3735.0,1846
"Walsh, Joe",,IL,,02012,275.0,1847
"Walsh, John E.",,MT,,02198,155.0,1848
"Wamp, Zach",,TN,,01199,2316.0,1849
"Wampler, William C.",,VA,,01200,330.0,1850
"Ward, Mike",,KY,,01201,136.0,1851
"Warner, John",,VA,,01452,3482.0,1852
"Washington, Craig A.",,TX,,01203,623.0,1853
"Washington, Harold",,IL,,01204,407.0,1854
"Watkins, Wes",,OK,,01206,1690.0,1855
"Watson, Diane E.",,CA,,01682,2411.0,1856
"Watt, Melvin L.",,NC,,01207,2345.0,1857
"Watts, J. C., Jr.",,OK,,01208,1066.0,1858
"Waxman, Henry A.",,CA,,01209,7932.0,1859
"Weaver, James H.",,OR,,01210,1762.0,1860
"Webb, Jim",,VA,,01822,460.0,1861
"Weber, Ed",,OH,,01211,222.0,1862
"Weber, Vin",,MN,,01212,1985.0,1863
"Weicker, Lowell P., Jr.",,CT,,01453,1071.0,1864
"Weiner, Anthony D.",,NY,,01597,2592.0,1865
"Weiss, Ted",,NY,,01213,4254.0,1866
"Weldon, Curt",,PA,,01214,2727.0,1867
"Weldon, Dave",,FL,,01215,1757.0,1868
"Weller, Jerry",,IL,,01216,1761.0,1869
"Wellstone, Paul D.",,MN,,01454,1611.0,1870
"West, Allen B.",,FL,,02005,324.0,1871
"Wexler, Robert",,FL,,01537,3656.0,1872
"Weygand, Robert A.",,RI,,01538,517.0,1873
"Wheat, Alan",,MO,,01218,1892.0,1874
"White, Richard C.",,TX,,01219,223.0,1875
"White, Rick",,WA,,01220,148.0,1876
"Whitehurst, G. William",,VA,,01221,1966.0,1877
"Whitley, Charles O., Sr.",,NC,,01223,539.0,1878
"Whittaker, Bob",,KS,,01224,1551.0,1879
"Whitten, Jamie L.",,MS,,01225,1000.0,1880
"Williams, Harrison A., Jr.",,NJ,,01455,434.0,1881
"Williams, Lyle",,OH,,01230,544.0,1882
"Williams, Pat",,MT,,01231,2106.0,1883
"Wilson, Charles",,TX,,01232,3829.0,1884
"Wilson, Charles A.",,OH,,01869,592.0,1885
"Wilson, Charles H.",,CA,,01233,175.0,1886
"Wilson, Heather",,NM,,01539,888.0,1887
"Wilson, Pete",,CA,,01456,1558.0,1888
"Wilson, Robert C.",,CA,,01234,208.0,1889
"Winn, Larry, Jr.",,KS,,01235,1170.0,1890
"Wirth, Timothy",,CO,,01236,2309.0,1891
"Wise, Robert E., Jr.",,WV,,01237,2434.0,1892
"Wofford, Harris",,PA,,01457,626.0,1893
"Wolf, Frank R.",,VA,,01238,5834.0,1894
"Wolff, Lester L.",,NY,,01239,412.0,1895
"Wolpe, Howard E.",,MI,,01240,3652.0,1896
"Won Pat, Antonio B.",,GU,,01241,1376.0,1897
"Woolsey, Lynn C.",,CA,,01242,5679.0,1898
"Wortley, George C.",,NY,,01243,2267.0,1899
"Wright, James C., Jr.",,TX,,01244,502.0,1900
"Wu, David",,OR,,01598,2329.0,1901
"Wyatt, Joe, Jr.",,TX,,01245,178.0,1902
"Wydler, John W.",,NY,,01248,85.0,1903
"Wylie, Chalmers P.",,OH,,01249,1472.0,1904
"Wynn, Albert Russell",,MD,,01251,3672.0,1905
"Yates, Sidney R.",,IL,,01252,2574.0,1906
"Yatron, Gus",,PA,,01253,2600.0,1907
"Young, C. W. Bill",,FL,,01255,3142.0,1908
"Young, Milton R.",,ND,,01458,172.0,1909
"Young, Robert A.",,MO,,01259,1117.0,1910
"Zablocki, Clement J.",,WI,,01261,435.0,1911
"Zeferetti, Leo C.",,NY,,01262,522.0,1912
"Zeliff, William H., Jr.",,NH,,01263,1101.0,1913
"Zimmer, Dick",,NJ,,01264,1191.0,1914
"Zorinsky, Edward",,NE,,01459,1165.0,1915
"Zschau, Edwin V. W.",,CA,,01266,299.0,1916
"de Lugo, Ron",,VI,,00275,3097.0,1917
"de la Garza, E.",,TX,,00276,2419.0,1918
